utt_id,wav,speaker,text
SYN_C_017_T0238,wavs_synthetic_80k/SYN_C_017_T0238.wav,C_017,A Besztercebányai kerület Gyetvai járásának székhelye
SYN_C_018_T0238,wavs_synthetic_80k/SYN_C_018_T0238.wav,C_018,A Besztercebányai kerület Gyetvai járásának székhelye
SYN_C_020_T0238,wavs_synthetic_80k/SYN_C_020_T0238.wav,C_020,A Besztercebányai kerület Gyetvai járásának székhelye
SYN_C_021_T0238,wavs_synthetic_80k/SYN_C_021_T0238.wav,C_021,A Besztercebányai kerület Gyetvai járásának székhelye
SYN_C_022_T0238,wavs_synthetic_80k/SYN_C_022_T0238.wav,C_022,A Besztercebányai kerület Gyetvai járásának székhelye
SYN_C_023_T0238,wavs_synthetic_80k/SYN_C_023_T0238.wav,C_023,A Besztercebányai kerület Gyetvai járásának székhelye
SYN_C_024_T0238,wavs_synthetic_80k/SYN_C_024_T0238.wav,C_024,A Besztercebányai kerület Gyetvai járásának székhelye
SYN_C_025_T0238,wavs_synthetic_80k/SYN_C_025_T0238.wav,C_025,A Besztercebányai kerület Gyetvai járásának székhelye
SYN_C_026_T0238,wavs_synthetic_80k/SYN_C_026_T0238.wav,C_026,A Besztercebányai kerület Gyetvai járásának székhelye
SYN_C_027_T0238,wavs_synthetic_80k/SYN_C_027_T0238.wav,C_027,A Besztercebányai kerület Gyetvai járásának székhelye
SYN_C_028_T0238,wavs_synthetic_80k/SYN_C_028_T0238.wav,C_028,A Besztercebányai kerület Gyetvai járásának székhelye
SYN_C_029_T0238,wavs_synthetic_80k/SYN_C_029_T0238.wav,C_029,A Besztercebányai kerület Gyetvai járásának székhelye
SYN_C_030_T0238,wavs_synthetic_80k/SYN_C_030_T0238.wav,C_030,A Besztercebányai kerület Gyetvai járásának székhelye
SYN_C_031_T0238,wavs_synthetic_80k/SYN_C_031_T0238.wav,C_031,A Besztercebányai kerület Gyetvai járásának székhelye
SYN_C_032_T0238,wavs_synthetic_80k/SYN_C_032_T0238.wav,C_032,A Besztercebányai kerület Gyetvai járásának székhelye
SYN_C_033_T0238,wavs_synthetic_80k/SYN_C_033_T0238.wav,C_033,A Besztercebányai kerület Gyetvai járásának székhelye
SYN_C_036_T0238,wavs_synthetic_80k/SYN_C_036_T0238.wav,C_036,A Besztercebányai kerület Gyetvai járásának székhelye
SYN_C_037_T0238,wavs_synthetic_80k/SYN_C_037_T0238.wav,C_037,A Besztercebányai kerület Gyetvai járásának székhelye
SYN_C_038_T0238,wavs_synthetic_80k/SYN_C_038_T0238.wav,C_038,A Besztercebányai kerület Gyetvai járásának székhelye
SYN_C_040_T0238,wavs_synthetic_80k/SYN_C_040_T0238.wav,C_040,A Besztercebányai kerület Gyetvai járásának székhelye
SYN_C_041_T0238,wavs_synthetic_80k/SYN_C_041_T0238.wav,C_041,A Besztercebányai kerület Gyetvai járásának székhelye
SYN_C_042_T0238,wavs_synthetic_80k/SYN_C_042_T0238.wav,C_042,A Besztercebányai kerület Gyetvai járásának székhelye
SYN_C_001_T0239,wavs_synthetic_80k/SYN_C_001_T0239.wav,C_001,Sigray gróf háromszor is megnősült élete során
SYN_C_002_T0239,wavs_synthetic_80k/SYN_C_002_T0239.wav,C_002,Sigray gróf háromszor is megnősült élete során
SYN_C_003_T0239,wavs_synthetic_80k/SYN_C_003_T0239.wav,C_003,Sigray gróf háromszor is megnősült élete során
SYN_C_004_T0239,wavs_synthetic_80k/SYN_C_004_T0239.wav,C_004,Sigray gróf háromszor is megnősült élete során
SYN_C_005_T0239,wavs_synthetic_80k/SYN_C_005_T0239.wav,C_005,Sigray gróf háromszor is megnősült élete során
SYN_C_006_T0239,wavs_synthetic_80k/SYN_C_006_T0239.wav,C_006,Sigray gróf háromszor is megnősült élete során
SYN_C_007_T0239,wavs_synthetic_80k/SYN_C_007_T0239.wav,C_007,Sigray gróf háromszor is megnősült élete során
SYN_C_008_T0239,wavs_synthetic_80k/SYN_C_008_T0239.wav,C_008,Sigray gróf háromszor is megnősült élete során
SYN_C_009_T0239,wavs_synthetic_80k/SYN_C_009_T0239.wav,C_009,Sigray gróf háromszor is megnősült élete során
SYN_C_010_T0239,wavs_synthetic_80k/SYN_C_010_T0239.wav,C_010,Sigray gróf háromszor is megnősült élete során
SYN_C_011_T0239,wavs_synthetic_80k/SYN_C_011_T0239.wav,C_011,Sigray gróf háromszor is megnősült élete során
SYN_C_012_T0239,wavs_synthetic_80k/SYN_C_012_T0239.wav,C_012,Sigray gróf háromszor is megnősült élete során
SYN_C_013_T0239,wavs_synthetic_80k/SYN_C_013_T0239.wav,C_013,Sigray gróf háromszor is megnősült élete során
SYN_C_014_T0239,wavs_synthetic_80k/SYN_C_014_T0239.wav,C_014,Sigray gróf háromszor is megnősült élete során
SYN_C_015_T0239,wavs_synthetic_80k/SYN_C_015_T0239.wav,C_015,Sigray gróf háromszor is megnősült élete során
SYN_C_016_T0239,wavs_synthetic_80k/SYN_C_016_T0239.wav,C_016,Sigray gróf háromszor is megnősült élete során
SYN_C_017_T0239,wavs_synthetic_80k/SYN_C_017_T0239.wav,C_017,Sigray gróf háromszor is megnősült élete során
SYN_C_018_T0239,wavs_synthetic_80k/SYN_C_018_T0239.wav,C_018,Sigray gróf háromszor is megnősült élete során
SYN_C_020_T0239,wavs_synthetic_80k/SYN_C_020_T0239.wav,C_020,Sigray gróf háromszor is megnősült élete során
SYN_C_021_T0239,wavs_synthetic_80k/SYN_C_021_T0239.wav,C_021,Sigray gróf háromszor is megnősült élete során
SYN_C_022_T0239,wavs_synthetic_80k/SYN_C_022_T0239.wav,C_022,Sigray gróf háromszor is megnősült élete során
SYN_C_023_T0239,wavs_synthetic_80k/SYN_C_023_T0239.wav,C_023,Sigray gróf háromszor is megnősült élete során
SYN_C_024_T0239,wavs_synthetic_80k/SYN_C_024_T0239.wav,C_024,Sigray gróf háromszor is megnősült élete során
SYN_C_025_T0239,wavs_synthetic_80k/SYN_C_025_T0239.wav,C_025,Sigray gróf háromszor is megnősült élete során
SYN_C_026_T0239,wavs_synthetic_80k/SYN_C_026_T0239.wav,C_026,Sigray gróf háromszor is megnősült élete során
SYN_C_027_T0239,wavs_synthetic_80k/SYN_C_027_T0239.wav,C_027,Sigray gróf háromszor is megnősült élete során
SYN_C_028_T0239,wavs_synthetic_80k/SYN_C_028_T0239.wav,C_028,Sigray gróf háromszor is megnősült élete során
SYN_C_029_T0239,wavs_synthetic_80k/SYN_C_029_T0239.wav,C_029,Sigray gróf háromszor is megnősült élete során
SYN_C_030_T0239,wavs_synthetic_80k/SYN_C_030_T0239.wav,C_030,Sigray gróf háromszor is megnősült élete során
SYN_C_031_T0239,wavs_synthetic_80k/SYN_C_031_T0239.wav,C_031,Sigray gróf háromszor is megnősült élete során
SYN_C_032_T0239,wavs_synthetic_80k/SYN_C_032_T0239.wav,C_032,Sigray gróf háromszor is megnősült élete során
SYN_C_033_T0239,wavs_synthetic_80k/SYN_C_033_T0239.wav,C_033,Sigray gróf háromszor is megnősült élete során
SYN_C_036_T0239,wavs_synthetic_80k/SYN_C_036_T0239.wav,C_036,Sigray gróf háromszor is megnősült élete során
SYN_C_037_T0239,wavs_synthetic_80k/SYN_C_037_T0239.wav,C_037,Sigray gróf háromszor is megnősült élete során
SYN_C_038_T0239,wavs_synthetic_80k/SYN_C_038_T0239.wav,C_038,Sigray gróf háromszor is megnősült élete során
SYN_C_040_T0239,wavs_synthetic_80k/SYN_C_040_T0239.wav,C_040,Sigray gróf háromszor is megnősült élete során
SYN_C_041_T0239,wavs_synthetic_80k/SYN_C_041_T0239.wav,C_041,Sigray gróf háromszor is megnősült élete során
SYN_C_042_T0239,wavs_synthetic_80k/SYN_C_042_T0239.wav,C_042,Sigray gróf háromszor is megnősült élete során
SYN_C_001_T0240,wavs_synthetic_80k/SYN_C_001_T0240.wav,C_001,A fellelhető megállapítások csupán feltevések
SYN_C_002_T0240,wavs_synthetic_80k/SYN_C_002_T0240.wav,C_002,A fellelhető megállapítások csupán feltevések
SYN_C_003_T0240,wavs_synthetic_80k/SYN_C_003_T0240.wav,C_003,A fellelhető megállapítások csupán feltevések
SYN_C_004_T0240,wavs_synthetic_80k/SYN_C_004_T0240.wav,C_004,A fellelhető megállapítások csupán feltevések
SYN_C_005_T0240,wavs_synthetic_80k/SYN_C_005_T0240.wav,C_005,A fellelhető megállapítások csupán feltevések
SYN_C_006_T0240,wavs_synthetic_80k/SYN_C_006_T0240.wav,C_006,A fellelhető megállapítások csupán feltevések
SYN_C_007_T0240,wavs_synthetic_80k/SYN_C_007_T0240.wav,C_007,A fellelhető megállapítások csupán feltevések
SYN_C_008_T0240,wavs_synthetic_80k/SYN_C_008_T0240.wav,C_008,A fellelhető megállapítások csupán feltevések
SYN_C_009_T0240,wavs_synthetic_80k/SYN_C_009_T0240.wav,C_009,A fellelhető megállapítások csupán feltevések
SYN_C_010_T0240,wavs_synthetic_80k/SYN_C_010_T0240.wav,C_010,A fellelhető megállapítások csupán feltevések
SYN_C_011_T0240,wavs_synthetic_80k/SYN_C_011_T0240.wav,C_011,A fellelhető megállapítások csupán feltevések
SYN_C_012_T0240,wavs_synthetic_80k/SYN_C_012_T0240.wav,C_012,A fellelhető megállapítások csupán feltevések
SYN_C_013_T0240,wavs_synthetic_80k/SYN_C_013_T0240.wav,C_013,A fellelhető megállapítások csupán feltevések
SYN_C_014_T0240,wavs_synthetic_80k/SYN_C_014_T0240.wav,C_014,A fellelhető megállapítások csupán feltevések
SYN_C_015_T0240,wavs_synthetic_80k/SYN_C_015_T0240.wav,C_015,A fellelhető megállapítások csupán feltevések
SYN_C_016_T0240,wavs_synthetic_80k/SYN_C_016_T0240.wav,C_016,A fellelhető megállapítások csupán feltevések
SYN_C_017_T0240,wavs_synthetic_80k/SYN_C_017_T0240.wav,C_017,A fellelhető megállapítások csupán feltevések
SYN_C_018_T0240,wavs_synthetic_80k/SYN_C_018_T0240.wav,C_018,A fellelhető megállapítások csupán feltevések
SYN_C_020_T0240,wavs_synthetic_80k/SYN_C_020_T0240.wav,C_020,A fellelhető megállapítások csupán feltevések
SYN_C_021_T0240,wavs_synthetic_80k/SYN_C_021_T0240.wav,C_021,A fellelhető megállapítások csupán feltevések
SYN_C_022_T0240,wavs_synthetic_80k/SYN_C_022_T0240.wav,C_022,A fellelhető megállapítások csupán feltevések
SYN_C_023_T0240,wavs_synthetic_80k/SYN_C_023_T0240.wav,C_023,A fellelhető megállapítások csupán feltevések
SYN_C_024_T0240,wavs_synthetic_80k/SYN_C_024_T0240.wav,C_024,A fellelhető megállapítások csupán feltevések
SYN_C_025_T0240,wavs_synthetic_80k/SYN_C_025_T0240.wav,C_025,A fellelhető megállapítások csupán feltevések
SYN_C_026_T0240,wavs_synthetic_80k/SYN_C_026_T0240.wav,C_026,A fellelhető megállapítások csupán feltevések
SYN_C_027_T0240,wavs_synthetic_80k/SYN_C_027_T0240.wav,C_027,A fellelhető megállapítások csupán feltevések
SYN_C_028_T0240,wavs_synthetic_80k/SYN_C_028_T0240.wav,C_028,A fellelhető megállapítások csupán feltevések
SYN_C_029_T0240,wavs_synthetic_80k/SYN_C_029_T0240.wav,C_029,A fellelhető megállapítások csupán feltevések
SYN_C_030_T0240,wavs_synthetic_80k/SYN_C_030_T0240.wav,C_030,A fellelhető megállapítások csupán feltevések
SYN_C_031_T0240,wavs_synthetic_80k/SYN_C_031_T0240.wav,C_031,A fellelhető megállapítások csupán feltevések
SYN_C_032_T0240,wavs_synthetic_80k/SYN_C_032_T0240.wav,C_032,A fellelhető megállapítások csupán feltevések
SYN_C_033_T0240,wavs_synthetic_80k/SYN_C_033_T0240.wav,C_033,A fellelhető megállapítások csupán feltevések
SYN_C_036_T0240,wavs_synthetic_80k/SYN_C_036_T0240.wav,C_036,A fellelhető megállapítások csupán feltevések
SYN_C_037_T0240,wavs_synthetic_80k/SYN_C_037_T0240.wav,C_037,A fellelhető megállapítások csupán feltevések
SYN_C_038_T0240,wavs_synthetic_80k/SYN_C_038_T0240.wav,C_038,A fellelhető megállapítások csupán feltevések
SYN_C_040_T0240,wavs_synthetic_80k/SYN_C_040_T0240.wav,C_040,A fellelhető megállapítások csupán feltevések
SYN_C_041_T0240,wavs_synthetic_80k/SYN_C_041_T0240.wav,C_041,A fellelhető megállapítások csupán feltevések
SYN_C_042_T0240,wavs_synthetic_80k/SYN_C_042_T0240.wav,C_042,A fellelhető megállapítások csupán feltevések
SYN_C_001_T0241,wavs_synthetic_80k/SYN_C_001_T0241.wav,C_001,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_002_T0241,wavs_synthetic_80k/SYN_C_002_T0241.wav,C_002,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_003_T0241,wavs_synthetic_80k/SYN_C_003_T0241.wav,C_003,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_004_T0241,wavs_synthetic_80k/SYN_C_004_T0241.wav,C_004,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_005_T0241,wavs_synthetic_80k/SYN_C_005_T0241.wav,C_005,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_006_T0241,wavs_synthetic_80k/SYN_C_006_T0241.wav,C_006,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_007_T0241,wavs_synthetic_80k/SYN_C_007_T0241.wav,C_007,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_008_T0241,wavs_synthetic_80k/SYN_C_008_T0241.wav,C_008,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_009_T0241,wavs_synthetic_80k/SYN_C_009_T0241.wav,C_009,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_010_T0241,wavs_synthetic_80k/SYN_C_010_T0241.wav,C_010,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_011_T0241,wavs_synthetic_80k/SYN_C_011_T0241.wav,C_011,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_012_T0241,wavs_synthetic_80k/SYN_C_012_T0241.wav,C_012,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_013_T0241,wavs_synthetic_80k/SYN_C_013_T0241.wav,C_013,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_014_T0241,wavs_synthetic_80k/SYN_C_014_T0241.wav,C_014,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_015_T0241,wavs_synthetic_80k/SYN_C_015_T0241.wav,C_015,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_016_T0241,wavs_synthetic_80k/SYN_C_016_T0241.wav,C_016,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_017_T0241,wavs_synthetic_80k/SYN_C_017_T0241.wav,C_017,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_018_T0241,wavs_synthetic_80k/SYN_C_018_T0241.wav,C_018,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_020_T0241,wavs_synthetic_80k/SYN_C_020_T0241.wav,C_020,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_021_T0241,wavs_synthetic_80k/SYN_C_021_T0241.wav,C_021,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_022_T0241,wavs_synthetic_80k/SYN_C_022_T0241.wav,C_022,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_023_T0241,wavs_synthetic_80k/SYN_C_023_T0241.wav,C_023,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_024_T0241,wavs_synthetic_80k/SYN_C_024_T0241.wav,C_024,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_025_T0241,wavs_synthetic_80k/SYN_C_025_T0241.wav,C_025,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_026_T0241,wavs_synthetic_80k/SYN_C_026_T0241.wav,C_026,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_027_T0241,wavs_synthetic_80k/SYN_C_027_T0241.wav,C_027,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_028_T0241,wavs_synthetic_80k/SYN_C_028_T0241.wav,C_028,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_029_T0241,wavs_synthetic_80k/SYN_C_029_T0241.wav,C_029,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_030_T0241,wavs_synthetic_80k/SYN_C_030_T0241.wav,C_030,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_031_T0241,wavs_synthetic_80k/SYN_C_031_T0241.wav,C_031,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_032_T0241,wavs_synthetic_80k/SYN_C_032_T0241.wav,C_032,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_033_T0241,wavs_synthetic_80k/SYN_C_033_T0241.wav,C_033,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_036_T0241,wavs_synthetic_80k/SYN_C_036_T0241.wav,C_036,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_037_T0241,wavs_synthetic_80k/SYN_C_037_T0241.wav,C_037,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_038_T0241,wavs_synthetic_80k/SYN_C_038_T0241.wav,C_038,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_040_T0241,wavs_synthetic_80k/SYN_C_040_T0241.wav,C_040,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_041_T0241,wavs_synthetic_80k/SYN_C_041_T0241.wav,C_041,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_042_T0241,wavs_synthetic_80k/SYN_C_042_T0241.wav,C_042,Az éneket pedig a Grand Hotelben rögzítették
SYN_C_001_T0242,wavs_synthetic_80k/SYN_C_001_T0242.wav,C_001,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_002_T0242,wavs_synthetic_80k/SYN_C_002_T0242.wav,C_002,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_003_T0242,wavs_synthetic_80k/SYN_C_003_T0242.wav,C_003,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_004_T0242,wavs_synthetic_80k/SYN_C_004_T0242.wav,C_004,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_005_T0242,wavs_synthetic_80k/SYN_C_005_T0242.wav,C_005,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_006_T0242,wavs_synthetic_80k/SYN_C_006_T0242.wav,C_006,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_007_T0242,wavs_synthetic_80k/SYN_C_007_T0242.wav,C_007,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_008_T0242,wavs_synthetic_80k/SYN_C_008_T0242.wav,C_008,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_009_T0242,wavs_synthetic_80k/SYN_C_009_T0242.wav,C_009,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_010_T0242,wavs_synthetic_80k/SYN_C_010_T0242.wav,C_010,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_011_T0242,wavs_synthetic_80k/SYN_C_011_T0242.wav,C_011,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_012_T0242,wavs_synthetic_80k/SYN_C_012_T0242.wav,C_012,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_013_T0242,wavs_synthetic_80k/SYN_C_013_T0242.wav,C_013,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_014_T0242,wavs_synthetic_80k/SYN_C_014_T0242.wav,C_014,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_015_T0242,wavs_synthetic_80k/SYN_C_015_T0242.wav,C_015,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_016_T0242,wavs_synthetic_80k/SYN_C_016_T0242.wav,C_016,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_017_T0242,wavs_synthetic_80k/SYN_C_017_T0242.wav,C_017,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_018_T0242,wavs_synthetic_80k/SYN_C_018_T0242.wav,C_018,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_020_T0242,wavs_synthetic_80k/SYN_C_020_T0242.wav,C_020,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_021_T0242,wavs_synthetic_80k/SYN_C_021_T0242.wav,C_021,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_022_T0242,wavs_synthetic_80k/SYN_C_022_T0242.wav,C_022,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_023_T0242,wavs_synthetic_80k/SYN_C_023_T0242.wav,C_023,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_024_T0242,wavs_synthetic_80k/SYN_C_024_T0242.wav,C_024,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_025_T0242,wavs_synthetic_80k/SYN_C_025_T0242.wav,C_025,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_026_T0242,wavs_synthetic_80k/SYN_C_026_T0242.wav,C_026,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_027_T0242,wavs_synthetic_80k/SYN_C_027_T0242.wav,C_027,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_028_T0242,wavs_synthetic_80k/SYN_C_028_T0242.wav,C_028,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_029_T0242,wavs_synthetic_80k/SYN_C_029_T0242.wav,C_029,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_030_T0242,wavs_synthetic_80k/SYN_C_030_T0242.wav,C_030,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_031_T0242,wavs_synthetic_80k/SYN_C_031_T0242.wav,C_031,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_032_T0242,wavs_synthetic_80k/SYN_C_032_T0242.wav,C_032,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_033_T0242,wavs_synthetic_80k/SYN_C_033_T0242.wav,C_033,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_036_T0242,wavs_synthetic_80k/SYN_C_036_T0242.wav,C_036,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_037_T0242,wavs_synthetic_80k/SYN_C_037_T0242.wav,C_037,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_038_T0242,wavs_synthetic_80k/SYN_C_038_T0242.wav,C_038,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_040_T0242,wavs_synthetic_80k/SYN_C_040_T0242.wav,C_040,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_041_T0242,wavs_synthetic_80k/SYN_C_041_T0242.wav,C_041,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_042_T0242,wavs_synthetic_80k/SYN_C_042_T0242.wav,C_042,A leírt információk az egyházközség levéltárában megtalálhatóak
SYN_C_001_T0243,wavs_synthetic_80k/SYN_C_001_T0243.wav,C_001,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_002_T0243,wavs_synthetic_80k/SYN_C_002_T0243.wav,C_002,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_003_T0243,wavs_synthetic_80k/SYN_C_003_T0243.wav,C_003,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_004_T0243,wavs_synthetic_80k/SYN_C_004_T0243.wav,C_004,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_005_T0243,wavs_synthetic_80k/SYN_C_005_T0243.wav,C_005,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_006_T0243,wavs_synthetic_80k/SYN_C_006_T0243.wav,C_006,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_007_T0243,wavs_synthetic_80k/SYN_C_007_T0243.wav,C_007,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_008_T0243,wavs_synthetic_80k/SYN_C_008_T0243.wav,C_008,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_009_T0243,wavs_synthetic_80k/SYN_C_009_T0243.wav,C_009,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_010_T0243,wavs_synthetic_80k/SYN_C_010_T0243.wav,C_010,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_011_T0243,wavs_synthetic_80k/SYN_C_011_T0243.wav,C_011,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_012_T0243,wavs_synthetic_80k/SYN_C_012_T0243.wav,C_012,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_013_T0243,wavs_synthetic_80k/SYN_C_013_T0243.wav,C_013,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_014_T0243,wavs_synthetic_80k/SYN_C_014_T0243.wav,C_014,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_015_T0243,wavs_synthetic_80k/SYN_C_015_T0243.wav,C_015,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_016_T0243,wavs_synthetic_80k/SYN_C_016_T0243.wav,C_016,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_017_T0243,wavs_synthetic_80k/SYN_C_017_T0243.wav,C_017,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_018_T0243,wavs_synthetic_80k/SYN_C_018_T0243.wav,C_018,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_020_T0243,wavs_synthetic_80k/SYN_C_020_T0243.wav,C_020,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_021_T0243,wavs_synthetic_80k/SYN_C_021_T0243.wav,C_021,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_022_T0243,wavs_synthetic_80k/SYN_C_022_T0243.wav,C_022,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_023_T0243,wavs_synthetic_80k/SYN_C_023_T0243.wav,C_023,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_024_T0243,wavs_synthetic_80k/SYN_C_024_T0243.wav,C_024,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_025_T0243,wavs_synthetic_80k/SYN_C_025_T0243.wav,C_025,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_026_T0243,wavs_synthetic_80k/SYN_C_026_T0243.wav,C_026,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_027_T0243,wavs_synthetic_80k/SYN_C_027_T0243.wav,C_027,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_028_T0243,wavs_synthetic_80k/SYN_C_028_T0243.wav,C_028,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_029_T0243,wavs_synthetic_80k/SYN_C_029_T0243.wav,C_029,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_030_T0243,wavs_synthetic_80k/SYN_C_030_T0243.wav,C_030,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_031_T0243,wavs_synthetic_80k/SYN_C_031_T0243.wav,C_031,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_032_T0243,wavs_synthetic_80k/SYN_C_032_T0243.wav,C_032,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_033_T0243,wavs_synthetic_80k/SYN_C_033_T0243.wav,C_033,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_036_T0243,wavs_synthetic_80k/SYN_C_036_T0243.wav,C_036,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_037_T0243,wavs_synthetic_80k/SYN_C_037_T0243.wav,C_037,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_038_T0243,wavs_synthetic_80k/SYN_C_038_T0243.wav,C_038,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_040_T0243,wavs_synthetic_80k/SYN_C_040_T0243.wav,C_040,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_041_T0243,wavs_synthetic_80k/SYN_C_041_T0243.wav,C_041,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_042_T0243,wavs_synthetic_80k/SYN_C_042_T0243.wav,C_042,Ezek képezték akkor a családi vállalkozások alapját
SYN_C_001_T0244,wavs_synthetic_80k/SYN_C_001_T0244.wav,C_001,A láb mindig is sebezhető pontja volt a lovas katonáknak
