utt_id,speaker,reference,prediction,wer
C_013_0001_livingroom_computer_AOL,C_013,Kapcsold ki a számítógépet a nagyszobában,Kapcsold ki a számítógépet a nagyszobában,0.0
C_013_0010_room_curtain_AOL,C_013,Húzd be a függönyt a szobában,Húzd be a függönyt a szobában,0.0
C_013_0001_livingroom_vacuum_LAO,C_013,Nagyszobában kapcsold ki a porszívót,Nagyszobában kapcsold ki a porszívót.,0.2
C_013_0001_room_curtain_LAO,C_013,Szobában húzd szét a függönyt,Szobában húzd összét a függöny,0.4
C_013_0001_kitchen_fan_LAO,C_013,A konyhában kapcsold ki a ventilátort,Konyhában kapcsold ki a ventillátort.,0.5
C_013_0010_room_radio_LAO,C_013,Szobában kapcsold be a rádiót,Szobában kapcsold be a rádió,0.2
C_013_0001_room_radio_AOL,C_013,Kapcsold ki a rádiót a szobában,Kapcsold ki a rádiót a szobába,0.16666666666666666
C_013_0101_NULL_NULL_A,C_013,Tárcsázd a fiamat,Váltsál sz t a fiamat,1.0
C_013_1000_room_radiator_LAO,C_013,Szobában húzd fel a radiátort,Szobában húzd fel a radiátor,0.2
C_013_0100_smallroom_radiator_LAO,C_013,Kisszobában vedd lejjebb a radiátort,Kisszobában a vedd lejjebb a radiátort.,0.4
C_013_1111_corridor_TV_AOL,C_013,Váltsd csatornát a tévén a folyo folyosóba,Válts csatornát a tévén a szob soly folyosón van,0.7142857142857143
C_013_1000_smallroom_shutter_LAO,C_013,Kisszobában húzd fel a redőnyt,Kisszobában húzd fel a redőnyt,0.0
C_013_1000_livingroom_shutter_AOL,C_013,Húzd fel a redőnyt a nagyszobában,Húzd fel a redőnyt a nagyszobában,0.0
C_014_1000_electricity_smallroom_LAO,C_014,Kisszobába kapcsold fel a villanyt,Kisszobába kapcsold fel a villanyt,0.0
C_014_0001_heating_livingroom_AOL,C_014,Kapcsold ki a hőmérsékletet a nagyszobába,Kapcsold ki a nyisdkdt a nagyszobában,0.3333333333333333
C_014_0001_fan_smallroom_LAO,C_014,Kisszobába kapcsold ki a ventilátorokat,A kisszobába kapcsold ki a ventilátor,0.6
C_014_1000_TV_smallroom_AOL,C_014,Hangosítsd fel a tévét a kisszobába,Hangosítsd a tévét kisszobába,0.3333333333333333
C_014_0010_fan_room_LAO,C_014,A szobába kapcsold be a ventilátorokat,A szobába kapcsold be a ventilátort,0.16666666666666666
C_014_0010_toaster_kitchen_LAO,C_014,A konyhába kapcsold be a pirítógépet,A konyhába kapcsold be a villanyt a villanyt a szobába,0.8333333333333334
C_014_0010_vacuum_smallroom_AOL,C_014,Kapcsold be a porszívót a kisszobába,Kapcsold be a porszívót a kisszobába,0.0
C_014_0001_door_corridor_LAO,C_014,Folyosón nyisd ki az ajtót,Folyosó nyisd ki az ajtót,0.2
C_014_0100_electricity_kitchen_LAO,C_014,Konyhába kapcsold le a villanyt,A konyhába kapcsold le a villanyt,0.4
C_014_0001_door_smallroom_LAO,C_014,Kisszobába nyisd ki a ajtót,Kisszobába nyisd ki az ajtót,0.2
C_014_0001_vacuum_corridor_AOL,C_014,Kapcsold ki a porszívót a folyosón,Kapcsold ki a porszívót a folyosón,0.0
C_014_0010_vacuum_room_AOL,C_014,Kapcsold be a porszívót a szobába,Kapcsold be a porszívót a szobában,0.16666666666666666
C_014_0010_window_kitchen_LAO,C_014,Konyhába zárd be az ablakot,A konyhába zárd be az ablakot,0.4
C_014_0010_heating_room_LOA,C_014,Szoba hőmérsékletét kapcsold be,Szoba jöjcség pedig kapcsold be,0.5
C_014_0001_washingmachine_bathroom_AOXL,C_014,Kapcsold be a mosógépet harminc fok fölötti hőmérséklet esetén a fürdőszobába,Kapcsold be a sütőt harminc fokra ki hőmérsékleteset nyil,0.6363636363636364
C_014_0001_computer_livingroom_AOL,C_014,Kapcsold ki a számítógépet a nagyszobába,Kapcsold ki a számítógépet a nagyszobába,0.0
C_014_0001_vacuum_kitchen_AOL,C_014,Kapcsold ki a porszívót a konyhába,Kapcsold ki a porszívót a konyhába,0.0
C_014_0010_radio_smallroom_LAO,C_014,Kisszobába kapcsold be a rádiót,Kisszobába kapcsold be a rádiót szobába húz,0.4
C_014_0001_window_kitchen_AOL,C_014,Nyisd ki az ablakot a konyhába,Nyisd ki az ablakot a konyhába,0.0
C_014_0100_heating_smallroom_AOL,C_014,Kapcsold le a hőmérsékletet a kisszobába,Kapcsold a redőnyt kisszobába a,0.6666666666666666
C_014_0001_computer_livingroom_LAO,C_014,Nagyszobába kapcsold ki a számítógépet,Nagyszobába kapcsold ki a számítógépet,0.0
C_014_0001_oven_kitchen_AOL,C_014,Kapcsold ki a sütőt a konyhába,Kapcsold ki a sütőt a konyhába,0.0
C_014_1000_heating_kitchen_ALO,C_014,Kapcsold fel a konyhába a hőmérsékletet,Ki kapcsold fel a konyhába a fürdőségétet,0.5
C_015_0010_computer_smallroom_LOAX,C_015,A kisszobai számítógépet kapcsold be légy szíves,A kisszobai számítógépet kapcsold lejgy szíves,0.2857142857142857
C_015_0001_computer_smallroom_AXLO,C_015,Kapcsold ki légy szíves a kisszobai számítógépet,Kapcsold ki szíves a kisszobai számítógépet,0.14285714285714285
C_015_0010_curtain_smallroom_ALO,C_015,Húzd be a kisszobai függönyt,Húzd be a kisszobai függönyt,0.0
C_015_1111_dishwasher_kitchen_LAXO,C_015,A konyhában kapcsold már be légy szíves a mosogatógépet,A konyhában kapcsold be a légy szíves mosogatógépet,0.3333333333333333
C_015_0001_oven_kitchen_AOL,C_015,Kapcsold ki a sütőt a konyhában,Kapcsold ki a sütőt a konyhában,0.0
C_015_0100_heating_smallroom_LOA,C_015,Kisszoba fűtését öö vegyük már lejjebb,Kisszoba fűtést szítsd le a villanyt önyönyöny önyök harminc följjebb,1.5
C_015_0001_window_bathroom_ALOX,C_015,Nyisd ki a fürdőszoba ablakot légy szíves,Nyisd ki fürdőszobába a két villanyt,0.7142857142857143
C_015_0001_vacuumcleaner_kitchen_ALO,C_015,Kapcsold ki a konyhai porszívót,Kapcsold ki a konyhai porszívót,0.0
C_015_0010_vacuumcleaner_corridor_ALO,C_015,Kapcsold be a folyosón a porszívót,Kapcsold a folyosón a porszívót.,0.3333333333333333
C_015_0100_TV_room_LAO,C_015,A szobában halkítsd le a tévét,Szobában halkítsd le a tévét,0.3333333333333333
C_015_0010_vacuumcleaner_bathroom_LAO_II,C_015,A fürdőszobában kapcsold ki a porszívót,A fürdőszobában kapcsold ki a porszívót,0.0
C_015_0001_door_kitchen_ALO,C_015,Nyisd ki a konyha ajtót,Nyisd ki a konyha ajtót,0.0
C_015_1000_radiator_corridor_AOL,C_015,Vedd föl a radiátort a folyosón,Vedd fel a radiátort a folyosón,0.16666666666666666
C_015_0010_computer_room_LAO,C_015,Szobában kapcsold be a számítógépet,A szobában kapcsold be számítógépet,0.6
C_015_0010_fan_livingroom_ALO,C_015,Kapcsold be a nagyszobai ventilátort,Kapcsold be a szobai ventillátort,0.4
C_015_0001_vacuumcleaner_kitchen_LA,C_015,A konyhát kiporszívóznád,A konyhába porszívó zárd,1.0
C_015_0010_door_livingroom_LOA,C_015,A nagyszoba ajtót zárd már be,A nagyszobáltót zárd be az ér,0.8333333333333334
C_015_1111_TV_kitchen_LAO,C_015,A konyhába váltsunk csatornát a tévén,A konyhába váltson csatornát a tévén,0.16666666666666666
C_015_0100_electricity_smallroom_AOL,C_015,Kapcsold le a villanyt a kisszobában,Kapcsold le a villanyt a kisszobában,0.0
C_015_0010_curtain_room_ALO,C_015,Húzd be a szobai függönyt,Húzd be a szobai függönyt,0.0
C_015_0010_window_corridor_LOAX,C_015,Folyosó ablakát csukd be légy szíves,Folyosóba kapcsold be légy szíves,0.5
C_015_0010_computer_room_LOA,C_015,Szobai számítógépet bekapcsolnád,Szobai számítógépet ö be a csatornát,1.3333333333333333
C_015_0010_radiator_kitchen_ALO,C_015,Kapcsold be a konyhai fűtést,Kapcsold be konyhai fűtést,0.2
C_015_1000_shutter_kitchen_ALO,C_015,Húzd föl a konyhai redőnyt,Húzd fel a konyhai redőnyt,0.2
C_015_0001_vacuumcleaner_livingroom_LAX,C_015,A nagyszobában fejezd be légy szíves a porszívózást,A nagyszobában nyomd feljebb és így a porszívózás,0.625
C_015_0001_washingmachine_kitchen_AXOL,C_015,Harminc fokon indítsd már el légy szíves a mosógépet a konyhába,Harvinc fokon indítsd fel a légy szíves a mosógépet a konyhába,0.2727272727272727
C_015_0010_window_kitchen_ALOX,C_015,Zárd be a konyha ablakot légy szíves,Zárd a konyhában a tévét is,0.7142857142857143
C_015_0001_door_corridor_LOAX,C_015,Folyosó ajtót nyisd ki légy szíves,Folyosó ajtót nyisd ki az irádi,0.3333333333333333
C_015_0001_window_smallroom_ALO,C_015,Nyisd ki a kisszoba ablakát,Nyisd ki a kisszobába a kárcsi,0.6
C_015_0001_window_corridor_LAO,C_015,A folyosón nyisd ki az ablakot,A folyosón nyisd ki az ablakot,0.0
C_015_0100_shutter_bathroom_ALOX,C_015,Húzd le a fürdőszobai redőnyt légy szíves,Húzd le földőszobai redőnyt légy szíves,0.2857142857142857
C_015_0001_door_corridor_ALO,C_015,Nyisd ki a folyosó ajtaját,Nyisd ki a folyosói villanyt,0.4
C_016_0100_shutter_kitchen_LAO_II,C_016,Konyhába húzd le a redőnyt,Konyhába húzd lejjebb,0.6
C_016_0001_heating_kitchen_LAO,C_016,Konyhában kapcsold ki a fűtést,Konyhában kapcsold ki fűtést,0.2
C_016_1000_heating_smallroom_LAO,C_016,Kisszobába kapcsold fel a fűtést,A kisszobába kapcsold fel a fűtést,0.4
C_016_0010_fan_bathroom_ALO,C_016,Kapcsold be a fürdőszobába a ventilátort,Kapcsold a fürdőszobába a ventilátort,0.16666666666666666
C_016_0001_vacuum_bathroom_AOL,C_016,Kapcsold ki a porszívót a fürdőszobába,Kapcsold ki a porszívót a fürdőszobába,0.0
C_016_1000_TV_livingroom_AOL,C_016,Hangosítsd föl a tévét a nagyszobába,Hangosítsd föl a tévét a szobába,0.16666666666666666
C_016_0010_radio_livingroom_AOL,C_016,Kapcsold be a rádiót a nagyszobába,Kapcsold be a rádió nagyszobába,0.3333333333333333
C_016_0001_door_corridor_LAO,C_016,A folyosón nyisd ki a ajtót,Hangosícsd ki az ajtót.,0.8333333333333334
C_016_0001_fan_corridor_AOL,C_016,Kapcsold ki a ventilátort a folyosón,Kapcsold ki a tévét a folyosón,0.16666666666666666
C_016_0001_shutter_corridor_LAO,C_016,Folyosón húzd szét a redőnyt,Folyosón húzd szét a redőt,0.2
C_016_0001_computer_livingroom_LAO,C_016,Nagyszobába kapcsold ki a számítógépet,Nagyszobába kapcsold ki a számítógépet,0.0
C_016_0001_door_bathroom_AOL,C_016,Nyisd ki az ajtót a fürdőszobába,Nyisd ki az a fürdőszobába,0.16666666666666666
C_016_1111_NULL_kitchen_AL,C_016,Válts csatornát a konyhában,Válts csatornát a ablakot konyhában,0.25
C_016_0100_shutter_corridor_LAO,C_016,Folyosón húzd le a redőnyt,Folyosón zárd be,0.8
C_016_0001_window_kitchen_AOL,C_016,Nyisd ki az ablakot a konyhába,Nyisd ki az a konyhában,0.3333333333333333
C_016_0010_computer_room_AOL,C_016,Kapcsold be a számítógépet a szobába,Kapcsold be a számítógépet szobába,0.16666666666666666
C_016_0001_computer_livingroom_AOL,C_016,Kapcsold ki a számítógépet a nagyszobába,Kapcsold ki a számítógépet a szobába.,0.16666666666666666
C_016_0010_curtain_kitchen_AOL,C_016,Húzd be a függönyt a konyhába,Húzd le a fűtést a konyhába,0.3333333333333333
C_016_1111_TV_livingroom_LAO,C_016,Nagyszobában válts tévé csatornát,Nagyszobába válts tévén a tévét a számítógépet,1.5
C_016_1111_TV_room_AOL,C_016,Válts csatornát a tévén a szobában,Halkoász le a tévét,0.8333333333333334
C_016_0100_TV_smallroom_LAO,C_016,Kisszobában halkítsd le a tévét,Kisszobába halkítsd a tévét,0.4
C_016_0100_TV_room_LAO,C_016,Szobában halkítsd le a tévét,Szobába halkítsd a tévét,0.4
C_016_1000_shutter_corridor_AOL,C_016,Húzd fel a redőnyt a folyosón,Húzd fel a red a fü fölönyt,0.5
C_016_0001_door_smallroom_LAO,C_016,Kisszobába nyisd ki az ajtót,Kisszobába nyisd ki az ablakot,0.2
C_016_0001_window_smallroom_AOL,C_016,Nyisd ki az ablakot a kisszobába,Nyisd ki az ablakot a kisszobába,0.0
C_016_0001_fan_livingroom_ALO,C_016,Kapcsold ki a nagyszobába a ventilátort,Kapcsold ki a villanyt,0.5
C_016_0001_curtain_room_AOL,C_016,Húzd szét a függönyt a szobába,Húzd szét a függönyt a szobában,0.16666666666666666
C_016_1000_heating_kitchen_LAO,C_016,Konyhába kapcsold fel a fűtést,Konyhába kapcsold fűtést,0.4
C_016_0001_radio_livingroom_LAO,C_016,Nagyszobába kapcsold ki a rádiót,Nagyszobába tutk el a rádiót,0.4
C_017_0001_oven_kitchen_LAO,C_017,A konyhába kapcsold ki a sütőt,A konyhába kapcsold ki a sütőt,0.0
C_017_1111_NULL_kitchen_LA,C_017,Konyhába válts csatornát,A konyhába válts csatornát,0.6666666666666666
C_017_0001_door_corridor_LAO,C_017,A folyosón nyisd ki az ajtót,Folyosón nyisd ki az ajtót,0.3333333333333333
C_017_0001_computer_room_AOL,C_017,Kapcsold ki a számítógépet a szobába,Kapcsold ki a számítógépet a szobában,0.16666666666666666
C_017_0100_electricity_livingroom_LAO,C_017,A nagyszobába kapcsold le a villanyt,A nagyszobába kapcsold le a villanyt,0.0
C_017_1111_radio_kitchen_LAO,C_017,A konyhába váltsál csatornát a rádión,A konyhába váltsál csatornát a rádión,0.0
C_017_0100_shutter_bathroom_LAO,C_017,Fürdőszobába húzd le a redőnyt,Fürdőszobába húzd le a redőnyt,0.0
C_017_1000_TV_kitchen_AOL,C_017,Hangosítsd fel a tévét a konyhába,Hangosítsd fel a tévét a konyhába,0.0
C_017_0100_TV_bathroom_AOL,C_017,Halkítsd le a tévét a fürdőszobába,Halkítsd a tévét a fürdőszobában,0.3333333333333333
C_017_0001_computer_smallroom_LAO,C_017,A kisszobába kapcsold ki a számítógépet,A kisszobába kapcsold ki számítógépet,0.16666666666666666
C_017_0010_kettle_kitchen_AOL,C_017,Kapcsold be a vízforralót a konyhába,Kapcsold be a vízforralót a konyhába,0.0
C_017_0001_window_bathroom_LAO,C_017,A fürdőszobába nyisd ki az ablakot,A fürdőszobába nyisd ki az ablakot,0.0
C_017_1000_TV_room_LAO,C_017,A szobába hangosítsd fel a tévét,A szobába hangosítsd a tévét,0.16666666666666666
C_017_0010_radiator_corridor_LAO,C_017,A folyosón kapcsold be a radiátort,A folyosón kapcsold be a radiátort,0.0
C_017_0010_computer_smallroom_LAO,C_017,A kisszobába kapcsold be a számítógépet,A kisszobába kapcsold be a számítógépet,0.0
C_017_0010_fan_bathroom_AOL,C_017,Kapcsold be a ventilátorokat a fürdőszobába,Kapcsold be a ventilátorokat a fürdőszobában,0.16666666666666666
C_017_0100_TV_corridor_LAO_II,C_017,Folyosón halkítsd le a tévét,Folyosón halkítsd a tévét,0.2
C_017_0010_radio_livingroom_AOL,C_017,Kapcsold be a rádiót a nagyszobába,Kapcsold be a rádiót a nagyszobába,0.0
C_017_0100_shutter_livingroom_LAO,C_017,A nagyszobába húzd le a redőnyt,A nagyszobába húzd le a redőnyt,0.0
C_017_1000_electricity_room_AOL,C_017,Kapcsold föl a villanyt a szobába,Kapcsold föl a villanyt a szobába,0.0
C_017_0001_fan_livingroom_LAO,C_017,Nagyszobába kapcsold ki a ventilátorokat,Nagyszobába kapcsold ki ventilátorokat,0.2
C_017_1000_electricity_livingroom_LAO,C_017,A nagyszobába kapcsold fel a villanyt,A nagyszobába kapcsold fel a villanyt,0.0
C_017_0010_vacuum_bathroom_LAO,C_017,A fürdőszobába kapcsold be a porszívót,Fürdőszobába kapcsold be a porszívót,0.3333333333333333
C_017_0010_vacuum_kitchen_AOL,C_017,Kapcsold be a porszívót a konyhába,Kapcsold be a porszívót a konyhába,0.0
C_017_0001_computer_livingroom_AOL,C_017,Kapcsold ki a számítógépet a nagyszobába,Kapcsold ki a számítógépet a nagyszobába,0.0
C_017_0100_TV_kitchen_AOL,C_017,Halkítsd le a tévét a konyhába,Halkítsd le a tévét a konyhába,0.0
C_017_0001_fan_corridor_LAO,C_017,A folyosón kapcsold ki a ventilátorokat,A folyosón kapcsold ki ventilátorokat,0.16666666666666666
C_017_1000_TV_bathroom_LAO,C_017,Fürdőszobába hangosítsd fel a tévét,Fürdőszobába hangosítsd a tévét,0.2
C_017_0001_curtain_room_LAO,C_017,Szobába húzd szét a függönyt,Szobába húzd szét a függönyt,0.0
C_017_0010_fan_smallroom_AOL,C_017,Kapcsold be a ventilátorokat a kisszobába,Kapcsold be a ventilátorokat a kisszobába,0.0
C_017_0001_fan_room_AOL,C_017,Kapcsold ki a ventilátorokat a szobába,Kapcsold ki a ventilátorokat a szobában,0.16666666666666666
C_018_0100_TV_smallroom_AOL,C_018,Vedd lejjebb a tévét a kisszobába,Vedd lejjebb a tévét a kisszobába,0.0
C_018_0010_computer_livingroom_LAO,C_018,A nagyszobába kapcsold be a számítógép,A nagyszobába kapcsold be a számítógépet,0.16666666666666666
C_018_0001_window_corridor_AOL,C_018,Nyisd ki az ablakot a folyosón,Nyisd ki az ablakot a folyosón,0.0
C_018_0010_toaster_kitchen_LAO,C_018,A konyhába kapcsold be a pirítógépet,A konyhába kapcsold be a kenyérpirító,0.16666666666666666
C_018_0010_window_bathroom_LAO,C_018,Fürdőszobába zárd be az ablakot,Fürdőszobába zárd be az ablakot,0.0
C_018_0001_curtain_smallroom_LAO,C_018,Kisszobába húzd szét a függönyt,Kisszobába húzd szét a függönyt,0.0
C_018_0010_washingmachine_bathroom_LAO,C_018,A fürdőszobába kapcsold be a mosógépet állítsd hatvan fokra,A fürdőszobába kapcsold be a mosógépet haris hatvan fokra,0.1111111111111111
C_018_0010_radio_room_OAL,C_018,A rádiót kapcsold be a szobába,A rádiót kapcsold be a szobába,0.0
C_018_0001_door_room_LAO,C_018,A szobában nyisd ki az ajtót,A szobába nyisd ki az ajtót,0.16666666666666666
C_018_1000_shutter_bathroom_LAO,C_018,Fürdőszobába húzd fel a redőnyt,Fürdőszobába húzd fel a redőnyt,0.0
C_018_0001_fan_corridor_LAO,C_018,Folyosón kapcsold ki a ventilátor ,Folyosón kapcsold ki a ventilátort,0.2
C_018_0001_window_kitchen_LAO,C_018,Konyhába nyisd ki az ablakot,Konyhába nyisd ki az ablakot,0.0
C_018_0010_radio_livingroom_LAO,C_018,A nagyszoba kapcsold be a rádiót,Nagyszobába kapcsold be a rádió,0.5
C_018_0100_radiator_livingroom_LAO,C_018,Nagyszobába vedd le a radiátort,Nagyszobába vedd le a radiátort,0.0
C_018_0010_kettle_kitchen_AOL,C_018,Kapcsold be a vízforraló a konyhába,Kapcsold be a vízforralót konyhában,0.5
C_018_0001_toaster_kitchen_LAO,C_018,A konyhába kapcsold ki a pirítógépet,A konyhába kapcsold ki a vízszobában,0.16666666666666666
C_018_0100_shutter_kitchen_AOL,C_018,És húzd le a redőnyt a konyhába,És húzd le a redőnyt a konyhában,0.14285714285714285
C_018_0001_washingmachine_kitchen_AOL,C_018,Kapcsold be a mosógépet állítsd harminc fokra a konyhába,Kapcsold be a mosógépet 30 fokra a konyhában,0.3333333333333333
C_018_0100_electricity_kitchen_LAO,C_018,A konyhába kapcsold le a  villanyt,A konyhába kapcsold le villany,0.3333333333333333
C_018_0100_shutter_room_AOL,C_018,Húzd le a redőnyt a szobába,Húzd be a redőnyt a szobába,0.16666666666666666
C_018_0001_fan_room_LAO,C_018,Szobába kapcsold ki a ventilátort,Szobába kapcsold ki a ventilátort,0.0
C_018_0100_shutter_livingroom_LAO,C_018,Nagyszobába húzd le a redőny,Nagyszobába húzd le a redőnyt,0.2
C_018_1000_TV_kitchen_LAO,C_018,A konyhába vedd feljebb a tévét,A konyhába vedd feljebb a tévét,0.0
C_018_0100_electricity_room_AOL,C_018,Kapcsold le a villanyt a szobába,Kapcsold a villanyt a szobába,0.16666666666666666
C_018_0010_fan_room_AOL,C_018,Kapcsold be a ventilátort szoba,Kapcsold be a ventilátort szoba,0.0
C_018_0010_vacuum_kitchen_OAL,C_018,A porszívót kapcsold be a konyhába,A porszívót kapcsold be a konyhában,0.16666666666666666
C_018_0010_fan_bathroom_LAO,C_018,Fürdőszobába kapcsold be a ventilátort,Fürdőszobába kapcsold be a ventilátort,0.0
C_018_1000_electricity_corridor_LAO,C_018,Folyosón kapcsold fel a villany,Folyosón kapcsold be a villanyt,0.4
C_018_0010_computer_smallroom_OAL,C_018,A számítógépet kapcsold be a kisszobába,A számítógépet kapcsold be kisszobába,0.16666666666666666
C_020_0001_TV_corridor_AOL,C_020,Kapcsold ki a tévét a folyosón,Csendesítsd föl a srb,0.8333333333333334
C_020_0010_heating_smallroom_LAO,C_020,A kiszzobámban ö kapcsold be a fűtés,A kisszobában ööö kapcsold a fűtést,0.5714285714285714
C_020_0010_door_corridor_AOL,C_020,Zárd be az ajtót a szo a folyosón,Zárd be az ajtót a a folyosón,0.125
C_020_0001_computer_livingroom_LAO,C_020,A nagyszobában kapcsold ki a számítógépet,Nagyszobában ööö kapcsold ki a számítógépet,0.3333333333333333
C_020_0010_radio_room_AOL,C_020,Kapcsold be rádiót a szobában,Kapcsold be a rádiót a szobában,0.2
C_020_0100_TV_bathroom_AOL,C_020,Csendesítsd a tévét a fürdőszobában,Csendesítsd a tévét a fürdőszobában,0.0
C_020_0010_vacuum_kitchen_OLA,C_020,Porszívót a konyhában kapcsold be,A porszívót a konyhában kapcsold be,0.4
C_020_0001_vacuum_room_OLA,C_020,Porszívót a szobában is kapcsold ki,A porszívót szobában nyis kapcsold ki,0.5
C_020_0001_door_bathroom_LAO,C_020,A fürdőszobában nyisd ki az ajtót,Fürdőszobába nyisd ki az ajtót,0.3333333333333333
C_020_0001_TV_room_AOL,C_020,Kapcsold ki a tévét a szobában,Kapcsold ki a tévét a szobában,0.0
C_020_0100_electricity_room_AOL,C_020,Kapcsold be a villanyt a szobában,Kapcsold le a villanyt a szobában,0.16666666666666666
C_020_0001_vacuum_room_AOL,C_020,Kapcsold ki a porszívót a szobában,Kapcsold ki a porszívó szobában,0.3333333333333333
C_020_0010_TV_room_AOL,C_020,Kapcsold be a tévét a szobában,Kapcsold be tévét a szobában,0.16666666666666666
C_020_0001_radio_kitchen_LAO,C_020,A konyhában kapcsold ki a rádiót,A konyhában kapcsold ki a rádiót,0.0
C_020_1000_shutter_kitchen_OLA,C_020,A redőnyt a konyhában és a függőfolyosó és a konyhában húzd fel,A redőnyt a konyhában váltsd a fürdőfölös a harminc se konyhában húzd fel a,0.5
C_020_0010_window_room_LAO,C_020,A szobában zárd be az ablakot,A szobában zárd be az ablakot,0.0
C_020_0100_electricity_corridor_AOL,C_020,Kapcsold le a villanyt a folyosón,Kapcsold le a villanyt a folyosón,0.0
C_020_0001_radio_smallroom_LAO,C_020,A kisszobában kapcsold ki a rádiót,A kisszobában kapcsold ki a rádiót,0.0
C_020_1111_TV_livingroom_LAO,C_020,A nagyszobában válts csatornát a tévén,Nagyszobába válts csatornát a tévén,0.3333333333333333
C_020_1111_TV_kitchen_AOL,C_020,Válts csatornát a tévén a konyhában,Válts csatornát a tévén a konyhában,0.0
C_020_0100_TV_room_LAO,C_020,Szobában csendesítsd ki csendesítsd a tévét,Szobában csendesítsd ki csendesítsd a tévét,0.0
C_020_0100_TV_smallroom_AOL,C_020,Csendesítsd a tévét a kisszobában,Csendesítsd a tévét a kisszobában,0.0
C_020_0001_fan_smallroom_AOL,C_020,Kapcsold ö ki a ventilátort a kisszobában,Kapcsold fel a villanyt a kisszobában,0.42857142857142855
C_020_0001_washingmaschine_bathroom_AOL,C_020,Kapcsold be harminc fokon ö mosógépet a fürdőszobában,Kapcsold be harminc fokon mosógépet a fürdőszobában,0.125
C_020_1000_shutter_corridor_LAO,C_020,Folyosón húzd fel a redőnyt,A folyosón húzd fel a redőnyt,0.4
C_020_0001_door_smallroom_LAO,C_020,A kisszobában nyisd ki az ajtót,Kisszobában nyisd ki az ajtót.,0.5
C_020_0001_TV_smallroom_LAO,C_020,A kisszobában kapcsold ki a tévét,A kisszobában kapcsold ki a rádiót,0.16666666666666666
C_020_0010_door_kitchen_AOL,C_020,Konyhában zárd be a ajtót,Konyhában zárd be a fojjosón,0.2
C_020_0010_window_corridor_AOL,C_020,Zárd be az ablakot a folyosón,Zárd be az ablakot a folyosón,0.0
C_021_0010_radio_bathroom_AOL,C_021,Kapcsold be a rádiót a fürdőszobában,Kapcsold be a rádiót a fürdőszobában,0.0
C_021_0010_vacuum_corridor_AOL,C_021,Kapcsold be a porszívót a folyosón,Kapcsold be a porszívót a folyosón,0.0
C_021_0001_radio_room_LAO,C_021,A szobában kapcsold ki a rádiot,A szobában kapcsold ki a rádiót,0.16666666666666666
C_021_1000_shutter_livingroom_LAO,C_021,A nagyszobában húzd föl a redőnyt,A nagyszobába húzd föl a redőny,0.3333333333333333
C_021_0001_washingmaschine_bathroom_AOL,C_021,Kapcsold be harminc fokon a mosógépet a fürdőszobában,Kapcsold be harminc fokon a mosógépet a fürdőszobában,0.0
C_021_0100_TV_livingroom_AOL,C_021,Csendesítsd a tévét a nagyszobában,Csendesítsd a tévét a nagycobában,0.2
C_021_0001_curtain_kitchen_AOL,C_021,Húzd szét a függönyt a konyhában,Húzd szét a függönyt a konyhába,0.16666666666666666
C_021_1000_TV_bathroom_LAO,C_021,A fürdőszobában hangosítsd a tévét,A fürdőszobába hangosítsd a tévét,0.2
C_021_1000_heating_room_AOL,C_021,Húzd fel a fűtést a szobában,Húzd föl a fűtést a szobában,0.16666666666666666
C_021_0100_TV_room_LAO,C_021,A szobában csendesítsd a tévé,A szobában csendesítsd a tévét,0.2
C_021_0001_TV_kitchen_LAO,C_021,A konyhában kapcsold ki a tévét,A konyhában kapcsold ki a tévét,0.0
C_021_0001_vacuum_livingroom_LAO,C_021,A nagyszobában kapcsold ki a porszívót,A nagyszobában kapcsold ki a porszívót,0.0
C_021_0010_vacuum_kitchen_AOL,C_021,Kapcsold be a porszívót a konyhába,Kapcsold be a porszívót a konyhában,0.16666666666666666
C_021_0010_window_bathroom_LAO,C_021,A fürdőszobába zárd be az ablakot,A fürdőszobába az árd be az ablakot,0.3333333333333333
C_021_0001_TV_kitchen_AOL,C_021,Kapcsold ki a tévét a konyhában,Kapcsold ki a tévét a konyhában,0.0
C_021_0100_electricity_livingroom_LAO,C_021,A nagyszobában kapcsold le a villanyt,A nagyszobában kapcsold le a villanyt,0.0
C_021_0010_curtain_livingroom_AOL,C_021,Húzd be a függönyt a nagyszobába,Húzd le függönyt a nagy nagyszobába,0.5
C_021_1000_electricity_livingroom_LAO,C_021,A nagyszobában kapcsold fel a villanyt,A nagyszobában kapcsold fel a villanyt,0.0
C_021_1111_TV_corridor_LAO,C_021,A folyosón válts csatornát a tévén,A folyosón válts csatornát a tévén.,0.16666666666666666
C_021_0001_window_livingroom_LAO,C_021,A nagyszobába nyisd ki az ablakot,A nagyszobába nyisd ki az ablakot,0.0
C_021_0001_fan_bathroom_AOL,C_021,Kapcsold ki a ventillátort a fürdőbe,Kapcsold ki a ventilátort a fürdőbe.,0.3333333333333333
C_021_1111_radio_livingroom_AOL,C_021,Válts csatornát a rádión a nagyszobába,Válts csatornát a rádión a nagycobában,0.16666666666666666
C_021_0010_vacuum_smallroom_AOL,C_021,Kapcsold be a porszívót a kisszobába,Kapcsold be a porszívót a kisszobába,0.0
C_021_0001_washingmaschine_kitchen_LAO,C_021,A konyhában kapcsold be harminc fokon a mosógépe,A konyhában kapcsold be harminc fokon a mosógépet,0.125
